Order_ID,Customer_ID,Customer_Name,Customer_Email,Location,Product_ID,Product_Name,Category,Price,Discount,Payment_Method,Order_Status,Purchase_Date,Shipping_Date,Quantity,Unit_Cost,Total_Sales,Cost_Price,Total_Cost,Profit,Tax,Final_Revenue,Shipping_Cost,Net_Revenue,Customer_Rating,Return_Status,Country,State,City,Emp_ID,Shipping_Delay,Shipping_Date_year,Shipping_order_month,Order_Processing_Time,Customer_Satisfaction,Purchase_Month,Order_Type
ORD58,5332e1b5-7de2-4a54-80ca-510cf2f52959,Deborah Nguyen,alvarezbrandon@gmail.com,Port Steven,PROD58,Laptop,Beauty,52.68,34.35,Cash on Delivery,Shipped,2025-07-01,2025-01-08,5,34.58442,172.9221,36.876,184.38,-11.4579,8.646105,164.275995,23.09,141.185995,4.2,Not Returned,USA,New York,East Patricia,EMP369,2.0,2025,1,-174,High,2025-07,Cheap
ORD59,fbfbc559-cfec-4ac4-85e2-2233fd81b4e0,Jason Deleon,robert76@grant-guerra.com,Lopezchester,PROD59,Science Textbook,Books,172.27,22.1,Credit Card,Shipped,2025-01-01,2025-01-15,5,134.19833,670.99165,120.589,602.945,68.04665,33.5495825,637.4420675,23.09,614.3520675,4.2,Not Returned,USA,New York,Lake Cathymouth,EMP900,5.0,2025,1,14,High,2025-01,Cheap
ORD60,3865bd87-ae00-47b7-b78a-54693736ee98,Andrea Moore,daniel75@stout-garrison.net,Lake Morgan,PROD60,Tennis Racket,Sports,546.11,1.91,Debit Card,Shipped,2025-08-01,2025-01-22,5,535.679299,2678.396495,382.277,1911.385,767.011495,133.9198248,2544.47667,23.09,2521.38667,4.2,Not Returned,France,Normandy,Lake Johnberg,EMP545,5.0,2025,1,-191,High,2025-08,Expensive
ORD61,12212fee-756e-4a01-b63a-91cefa5855fd,Beverly Williams,fraziermonica@hotmail.com,Derekchester,PROD61,Running Shoes,Sports,342.95,20.71,Cash on Delivery,Returned,2025-11-01,2025-02-03,2,271.925055,543.85011,240.065,480.13,63.72011,27.1925055,516.6576045,23.09,493.5676045,4.2,Not Returned,Australia,New South Wales,Port Jenniferport,EMP900,2.0,2025,2,-271,High,2025-11,Cheap
ORD62,f54d6292-b956-4ff1-aeb2-ec2745003384,Ashley Howell,brandtbenjamin@griffin.com,Reginaport,PROD62,Face Cream,Beauty,274.05,7.0,PayPal,Delivered,2025-10-01,2025-01-23,2,254.8665,509.733,191.835,383.67,126.063,25.48665,484.24635,23.09,461.15635,4.2,Not Returned,France,Île-de-France,East Joseph,EMP690,2.0,2025,1,-251,High,2025-10,Cheap
ORD63,ba874194-d94b-4b2e-97dc-149b3303a4a1,William Mendoza,carla77@gmail.com,Carlberg,PROD63,Jeans,Clothing,561.94,37.89,PayPal,Returned,2025-01-01,2025-01-27,3,349.020934,1047.062802,393.358,1180.074,-133.011198,52.3531401,994.7096619,23.09,971.6196619,4.2,Not Returned,UK,Wales,Ortizshire,EMP900,8.0,2025,1,26,High,2025-01,Expensive
ORD65,3640a215-a550-49b0-b65e-40344aec9847,Christopher Allen,brianbrewer@gmail.com,West Josephtown,PROD65,Air Purifier,Home & Kitchen,982.17,47.32,Debit Card,Delivered,2025-07-01,2025-02-04,1,517.407156,517.407156,687.519,687.519,-170.111844,25.8703578,491.5367982,23.09,468.4467982,4.2,Not Returned,USA,Texas,Meganton,EMP528,5.0,2025,2,-147,High,2025-07,Cheap
ORD68,ace4ed39-27f0-45c8-bf65-e82fe5ea78dc,Linda Anderson,randallwilliams@salazar.com,Port David,PROD68,Fiction Novel,Books,140.18,8.89,Debit Card,Returned,2025-08-01,2025-02-06,3,127.717998,383.153994,98.126,294.378,88.775994,19.1576997,363.9962943,23.09,340.9062943,4.2,Not Returned,France,Provence-Alpes-Côte d'Azur,East James,EMP900,5.0,2025,2,-176,High,2025-08,Cheap
ORD69,719345d0-be16-4010-9f52-21df1e86c406,Mario Terry,cunninghamjoseph@hall.org,West Rachel,PROD69,Science Textbook,Books,248.87,5.52,UPI,Returned,2025-03-01,2025-01-24,5,235.132376,1175.66188,174.209,871.045,304.61688,58.783094,1116.878786,23.09,1093.788786,4.2,Not Returned,India,Maharashtra,North David,EMP952,5.0,2025,1,-36,High,2025-03,Cheap
ORD73,98e7a92f-5dc4-4d33-90a3-6779ecf01390,Thomas Cruz,gregory09@hotmail.com,Port Katie,PROD73,Smartwatch,Electronics,841.46,47.51,Net Banking,Shipped,2025-10-01,2025-01-21,3,441.682354,1325.047062,589.022,1767.066,-442.018938,66.2523531,1258.794709,23.09,1235.704709,4.2,Not Returned,India,Tamil Nadu,West Feliciaburgh,EMP900,8.0,2025,1,-253,High,2025-10,Expensive
ORD74,19cd3ff8-8e34-4091-9785-f6d11ca56e51,Michael Williams,russell37@short.com,Timothystad,PROD74,Air Purifier,Home & Kitchen,815.32,47.97,PayPal,Pending,2025-10-01,2025-01-23,1,424.210996,424.210996,570.724,570.724,-146.513004,21.2105498,403.0004462,23.09,379.9104462,4.2,Not Returned,Canada,Quebec,East Laurastad,EMP444,5.0,2025,1,-251,High,2025-10,Cheap
ORD76,4dca689b-ced5-4d5b-bae9-e98089fc98d3,Dr. Jennifer Harvey,jennifer83@miles.info,Warrenmouth,PROD76,Laptop,Electronics,385.53,2.67,Cash on Delivery,Delivered,2025-10-01,2025-01-21,5,375.236349,1876.181745,269.871,1349.355,526.826745,93.80908725,1782.372658,23.09,1759.282658,4.2,Returned,India,Karnataka,West Michael,EMP516,5.0,2025,1,-253,High,2025-10,Expensive
ORD77,1d32dce2-c5cd-473c-b030-381fb9e75ba9,Melissa Hoffman,gthomas@yahoo.com,Kristinamouth,PROD77,Jacket,Clothing,951.41,19.2,UPI,Returned,2025-10-01,2025-01-10,2,768.73928,1537.47856,665.987,1331.974,205.50456,76.873928,1460.604632,23.09,1437.514632,4.2,Not Returned,Germany,Bavaria,Port Wendymouth,EMP194,5.0,2025,1,-264,High,2025-10,Expensive
ORD80,5c934c89-fbbc-448a-bfca-c08b72132f42,Jennifer Hayden,jessica25@gmail.com,Thompsonmouth,PROD80,Cookware Set,Home & Kitchen,480.13,35.69,PayPal,Returned,2025-08-01,2025-01-29,4,308.771603,1235.086412,336.091,1344.364,-109.277588,61.7543206,1173.332091,23.09,1150.242091,4.2,Not Returned,India,Tamil Nadu,Mcdanielbury,EMP329,5.0,2025,1,-184,High,2025-08,Expensive
ORD81,09b75608-e536-49cc-b219-0b55237ce335,William Gilbert,jperez@newton.com,Rebeccabury,PROD81,Science Textbook,Books,357.37,21.03,UPI,Pending,2025-05-01,2025-01-10,1,282.215089,282.215089,250.159,250.159,32.056089,14.11075445,268.1043346,23.09,245.0143346,4.2,Not Returned,Canada,Quebec,South Susan,EMP900,5.0,2025,1,-111,High,2025-05,Cheap
ORD82,1fc1a6aa-402b-401a-a6e0-3ef0d6a4b6c1,Jessica Acosta,frobertson@yahoo.com,Freemanmouth,PROD82,Smartphone,Electronics,234.84,48.02,Net Banking,Pending,2025-06-01,2025-02-07,4,122.069832,488.279328,164.388,657.552,-169.272672,24.4139664,463.8653616,23.09,440.7753616,4.2,Not Returned,Germany,Bavaria,South Brian,EMP900,5.0,2025,2,-114,High,2025-06,Cheap
ORD87,19e07cd9-15c9-461a-ba15-7b59e866dab7,Casey Murphy,runderwood@yahoo.com,North Nicole,PROD87,Dress,Clothing,610.38,21.57,Net Banking,Pending,2025-06-01,2025-01-09,1,478.721034,478.721034,427.266,738.052,51.455034,23.9360517,454.7849823,23.09,431.6949823,4.2,Not Returned,USA,Florida,Shannonport,EMP900,5.0,2025,1,-143,High,2025-06,Cheap
ORD88,0ead190e-3287-46c0-8462-0892a2bd59db,Eric Butler,jonathanlopez@yahoo.com,Davisland,PROD88,Face Cream,Beauty,795.64,17.35,Credit Card,Shipped,2025-11-01,2025-01-24,5,657.59646,3287.9823,556.948,2784.74,503.2423,164.399115,3123.583185,23.09,3100.493185,4.2,Not Returned,Canada,British Columbia,Rogersberg,EMP846,5.0,2025,1,-281,High,2025-11,Expensive
ORD89,2c2de2c5-8fd8-4125-9240-9c4947d49ce8,Troy Ayala,ronald65@castro-matthews.com,North Christopherchester,PROD89,Face Cream,Beauty,886.14,17.9,Debit Card,Shipped,2025-05-01,2025-01-19,4,727.52094,2910.08376,620.298,2481.192,428.89176,145.504188,2764.579572,23.09,2741.489572,4.2,Not Returned,Australia,New South Wales,Alexanderville,EMP900,10.0,2025,1,-102,High,2025-05,Expensive
ORD91,63f7e60b-d500-40d1-8064-6c984dacb883,Tiffany West,michael23@thomas.com,New Brianna,PROD91,Shampoo,Beauty,614.42,39.4,UPI,Delivered,2025-10-01,2025-01-12,3,372.33852,1117.01556,430.094,1290.282,-173.26644,55.850778,1061.164782,23.09,1038.074782,4.2,Not Returned,UK,Scotland,North Mark,EMP900,1.0,2025,1,-262,High,2025-10,Expensive
ORD92,d6b2fb1e-bbf2-43d6-8c91-58ea7e25cb91,Tina Jacobson DDS,rhodesbryan@wright-leach.net,Burnsburgh,PROD92,Perfume,Beauty,17.34,10.24,PayPal,Returned,2025-11-01,2025-01-31,1,15.564384,15.564384,12.138,12.138,3.426384,0.7782192,14.7861648,23.09,-8.3038352,4.2,Returned,Canada,Quebec,East Derekborough,EMP900,5.0,2025,1,-274,High,2025-11,Cheap
ORD94,ed2cf31e-5d91-4761-92a7-3c299dbbc351,Terry Lawson,davidmiller@smith.com,Nelsonberg,PROD94,Laptop,Beauty,619.98,9.44,Debit Card,Delivered,2025-10-01,2025-01-12,4,561.453888,2245.815552,433.986,738.052,509.871552,112.2907776,2133.524774,23.09,2110.434774,4.2,Not Returned,India,Tamil Nadu,Stuartborough,EMP411,5.0,2025,1,-262,High,2025-10,Cheap
ORD99,4bb3cecb-792c-4ed2-b46d-ff6d2f0446de,Michelle Proctor,zwebb@gmail.com,North Julie,PROD99,Jacket,Clothing,588.51,40.04,Debit Card,Shipped,2025-09-01,2025-01-22,4,352.870596,1411.482384,411.957,1647.828,-236.345616,70.5741192,1340.908265,23.09,1317.818265,4.2,Not Returned,Australia,Victoria,Smithshire,EMP436,5.0,2025,1,-222,High,2025-09,Expensive
ORD100,bcb75cdd-ee12-4d3c-a27d-50d119f88b26,Carl Pollard,gardnerrichard@gmail.com,Timothyburgh,PROD100,Laptop,Beauty,972.24,47.25,Debit Card,Shipped,2025-08-01,2025-01-17,2,512.8566,1025.7132,680.568,1361.136,-335.4228,51.28566,974.42754,23.09,951.33754,4.2,Not Returned,India,Maharashtra,Port Deniseside,EMP671,6.0,2025,1,-196,High,2025-08,Expensive
ORD101,388cde89-7dfb-43c3-8ccc-6bf3842a05bf,Adam Jones,paulharris@yahoo.com,Christopherland,PROD101,Smartwatch,Electronics,850.61,23.92,Debit Card,Delivered,2025-01-01,2025-01-01,3,647.144088,1941.432264,595.427,1786.281,155.151264,97.0716132,1844.360651,23.09,1821.270651,4.2,Not Returned,UK,England,East Jeffrey,EMP900,5.0,2025,1,0,High,2025-01,Expensive
ORD103,6274a015-12c1-4844-bf00-7320e9e93d94,Charles Patterson,michael00@galloway.com,Port Jeffreyfurt,PROD103,Running Shoes,Sports,52.44,8.53,Debit Card,Shipped,2025-08-01,2025-01-27,5,47.966868,239.83434,36.708,738.052,56.29434,11.991717,227.842623,23.09,204.752623,4.2,Not Returned,UK,England,Watersland,EMP713,2.0,2025,1,-186,High,2025-08,Cheap
ORD106,b99dbb24-57db-4801-85ea-b6bdb8d68767,Joseph Clark,kjackson@hotmail.com,Robertstad,PROD106,Face Cream,Beauty,963.68,8.57,Debit Card,Cancelled,2025-09-01,2025-01-16,1,881.092624,881.092624,674.576,674.576,206.516624,44.0546312,837.0379928,23.09,813.9479928,4.2,Not Returned,India,Tamil Nadu,Rodneytown,EMP652,5.0,2025,1,-228,High,2025-09,Cheap
ORD107,b81d7c30-cb4f-461b-9c9b-598610bb02ad,Natasha Daniels,stephenmiller@yahoo.com,Michaelberg,PROD107,Jeans,Clothing,178.2,31.42,Debit Card,Delivered,2025-04-01,2025-02-06,5,122.20956,611.0478,124.74,623.7,-12.6522,30.55239,580.49541,23.09,557.40541,4.2,Not Returned,India,Karnataka,Lake Katherinefurt,EMP697,5.0,2025,2,-54,High,2025-04,Cheap
ORD109,6af826c5-e534-4c1c-88a1-379aceb7c6d6,Christopher Lopez,ghoward@cole.com,West Gabriellehaven,PROD109,Fiction Novel,Books,175.05,11.52,PayPal,Delivered,2025-01-01,2025-01-13,1,154.88424,154.88424,122.535,122.535,32.34924,7.744212,147.140028,23.09,124.050028,4.2,Not Returned,France,Île-de-France,Yangport,EMP900,5.0,2025,1,12,High,2025-01,Cheap
ORD113,8ba43bca-5678-49e3-b039-523dd6c78e8d,Donna Choi,ywells@young.biz,Robertmouth,PROD113,Smartphone,Electronics,558.51,4.34,Debit Card,Returned,2025-10-01,2025-01-30,3,534.270666,1602.811998,390.957,1172.871,429.940998,80.1405999,1522.671398,23.09,1499.581398,4.2,Not Returned,India,Maharashtra,New Lisa,EMP900,9.0,2025,1,-244,High,2025-10,Expensive
ORD114,37299511-794c-4a0c-9b51-16e74638ed99,Dr. Brian Howe,rbrown@simpson.info,Stevenmouth,PROD114,Vacuum Cleaner,Home & Kitchen,329.86,18.17,PayPal,Returned,2025-07-01,2025-01-25,5,269.924438,1349.62219,230.902,1154.51,195.11219,67.4811095,1282.141081,23.09,1259.051081,4.2,Returned,Germany,Berlin,Lake Johnland,EMP799,5.0,2025,1,-157,High,2025-07,Expensive
ORD116,6f558fb9-96ce-4b03-88d1-d0495e8000f6,Heidi Curtis,emmaarmstrong@gmail.com,Benjaminborough,PROD116,Dress,Clothing,135.68,30.22,PayPal,Shipped,2025-02-01,2025-01-21,2,94.677504,189.355008,94.976,738.052,-0.596992,9.4677504,179.8872576,23.09,156.7972576,4.2,Not Returned,Australia,Victoria,New Allenberg,EMP886,6.0,2025,1,-11,High,2025-02,Cheap
ORD118,306f946a-34ab-4e50-ad81-d166c275d705,Vickie Cobb,allenlogan@gmail.com,Port Joseph,PROD118,Dress,Clothing,36.67,3.61,Debit Card,Returned,2025-03-01,2025-01-20,1,35.346213,35.346213,25.669,25.669,9.677213,1.76731065,33.57890235,23.09,10.48890235,4.2,Not Returned,France,Île-de-France,Greenfort,EMP305,5.0,2025,1,-40,High,2025-03,Cheap
ORD120,38829889-4e53-4e9a-aa79-fd9e99622000,Andrea Massey,kimsamantha@gmail.com,Lewisborough,PROD120,Jeans,Clothing,995.91,36.58,Net Banking,Returned,2025-02-01,2025-01-20,5,631.606122,3158.03061,697.137,3485.685,-327.65439,157.9015305,3000.12908,23.09,2977.03908,4.2,Not Returned,Canada,Ontario,South Michelle,EMP835,5.0,2025,1,-12,High,2025-02,Expensive
ORD123,78d73471-3113-4bcf-9a71-ab16c5bca78a,Melody Hodges,lindafry@leonard.net,Samuelside,PROD123,Shampoo,Beauty,497.56,45.82,Net Banking,Cancelled,2025-03-01,2025-01-23,5,269.578008,1347.89004,348.292,1741.46,-393.56996,67.394502,1280.495538,23.09,1257.405538,4.2,Returned,India,Tamil Nadu,West John,EMP161,4.0,2025,1,-37,High,2025-03,Expensive
ORD125,8fb5a389-1abd-4ad4-b6f1-759ba9012e11,Joseph Reyes,david45@gmail.com,Rileyberg,PROD125,Headphones,Electronics,72.5,18.2,Debit Card,Cancelled,2025-02-01,2025-02-01,5,59.305,296.525,50.75,253.75,42.775,14.82625,281.69875,23.09,258.60875,4.2,Not Returned,Australia,Queensland,South Daniel,EMP900,9.0,2025,2,0,High,2025-02,Cheap
ORD126,6baa3365-9766-497c-b6dc-0a0f9a578cd8,Stephanie Williams,tramsey@yahoo.com,West Rebeccamouth,PROD126,Perfume,Beauty,546.46,10.92,UPI,Delivered,2025-04-01,2025-02-07,1,486.786568,486.786568,382.522,382.522,104.264568,24.3393284,462.4472396,23.09,439.3572396,4.2,Not Returned,India,Tamil Nadu,West Ashleychester,EMP609,5.0,2025,2,-53,High,2025-04,Cheap
ORD130,8ec14f37-822c-4269-9b49-264fe538f2f5,Kevin Franklin,zandrews@gmail.com,East Fredton,PROD130,T-Shirt,Clothing,598.91,36.43,Net Banking,Returned,2025-05-01,2025-02-03,2,380.727087,761.454174,419.237,838.474,-77.019826,38.0727087,723.3814653,23.09,700.2914653,4.2,Not Returned,UK,England,East Keith,EMP444,5.0,2025,2,-87,High,2025-05,Cheap
ORD134,9a23107a-2da8-47e7-be1f-8b473befcd90,Ashley Lyons,alexandra43@reed-mora.com,Davischester,PROD134,Air Purifier,Home & Kitchen,530.84,12.14,PayPal,Shipped,2025-05-01,2025-01-30,4,466.396024,1865.584096,371.588,1486.352,379.232096,93.2792048,1772.304891,23.09,1749.214891,4.2,Not Returned,UK,Wales,Michellechester,EMP900,5.0,2025,1,-91,High,2025-05,Expensive
ORD135,1250884b-5869-4650-b269-a9aa4cb08faf,Levi Chambers,carlsonrobert@lewis.net,North Veronica,PROD135,Biography,Books,231.81,3.03,UPI,Cancelled,2025-06-01,2025-01-20,4,224.786157,899.144628,162.267,649.068,250.076628,44.9572314,854.1873966,23.09,831.0973966,4.2,Not Returned,Germany,Berlin,Port Maryberg,EMP900,5.0,2025,1,-132,High,2025-06,Cheap
ORD136,678ba78e-2cfc-4756-b749-815df3e48abf,Mr. Jake Pratt,gilbertrobert@gordon.com,New Juanville,PROD136,Lipstick,Beauty,458.39,44.08,PayPal,Cancelled,2025-07-01,2025-01-16,1,256.331688,256.331688,320.873,320.873,-64.541312,12.8165844,243.5151036,23.09,220.4251036,4.2,Not Returned,Germany,Berlin,South Michael,EMP530,2.0,2025,1,-166,High,2025-07,Cheap
ORD138,22437a74-961b-47b4-9391-c2c3649ff573,Jessica Bennett,hayeselizabeth@hurst.com,Longland,PROD138,Lipstick,Beauty,922.73,35.67,Credit Card,Delivered,2025-05-01,2025-01-29,1,593.592209,593.592209,645.911,645.911,-52.318791,29.67961045,563.9125986,23.09,540.8225986,4.2,Not Returned,France,Provence-Alpes-Côte d'Azur,Shawnbury,EMP900,8.0,2025,1,-92,High,2025-05,Cheap
ORD139,a0c90d59-f63a-47c8-a2c2-5175425f6358,Erica Cobb,kathleen58@lee-brown.com,Ginafurt,PROD139,Laptop,Electronics,218.59,19.82,UPI,Returned,2025-09-01,2025-01-19,2,175.265462,350.530924,153.013,306.026,44.504924,17.5265462,333.0043778,23.09,309.9143778,4.2,Not Returned,France,Île-de-France,Cochrantown,EMP433,8.0,2025,1,-225,High,2025-09,Cheap
ORD140,5363b15c-aa40-4f5c-b80f-78e53df86e92,Kimberly Kaiser DDS,wardlaura@gmail.com,Port Leslie,PROD140,Self-Help,Books,336.39,32.35,Debit Card,Cancelled,2025-06-01,2025-01-09,4,227.567835,910.27134,235.473,941.892,-31.62066,45.513567,864.757773,23.09,841.667773,4.2,Not Returned,USA,Texas,Port Janicebury,EMP900,8.0,2025,1,-143,High,2025-06,Cheap
ORD142,e06fe912-9d87-48e4-b713-ba142e14b400,Debbie Carter,brianparker@gmail.com,Rachelside,PROD142,Headphones,Electronics,791.5,3.36,Net Banking,Returned,2025-01-01,2025-01-08,1,764.9056,764.9056,554.05,554.05,210.8556,38.24528,726.66032,23.09,703.57032,4.2,Not Returned,France,Île-de-France,Browningfort,EMP292,5.0,2025,1,7,High,2025-01,Cheap
ORD143,8c054fe5-2f8a-46fa-93e0-c09cb5036418,Debra Lopez,johnsjason@hotmail.com,Mariafurt,PROD143,Science Textbook,Books,194.29,2.93,Cash on Delivery,Pending,2025-02-01,2025-01-07,5,188.597303,942.986515,136.003,738.052,262.971515,47.14932575,895.8371892,23.09,872.7471892,4.2,Not Returned,Australia,New South Wales,Teresaview,EMP831,5.0,2025,1,-25,High,2025-02,Cheap
ORD144,141b9964-d62d-41b7-98ee-cc29f7593d00,Darius Brown,brianferguson@smith.com,Thorntonbury,PROD144,Blender,Home & Kitchen,30.26,14.15,UPI,Cancelled,2025-11-01,2025-02-04,2,25.97821,51.95642,21.182,42.364,9.59242,2.597821,49.358599,23.09,26.268599,4.2,Returned,Australia,New South Wales,Nunezville,EMP617,5.0,2025,2,-270,High,2025-11,Cheap
ORD146,b2a5c0a1-6637-44ba-b439-26418c73f914,Sara Brown,sharon96@yahoo.com,Nicolebury,PROD146,Jacket,Clothing,312.51,40.31,Cash on Delivery,Pending,2025-09-01,2025-02-05,5,186.537219,932.686095,218.757,1093.785,-161.098905,46.63430475,886.0517903,23.09,862.9617903,4.2,Not Returned,France,Île-de-France,North Jeffreyfort,EMP108,3.0,2025,2,-208,High,2025-09,Expensive
ORD147,46a3b1c5-7f06-4d18-91f7-2f15f8f499c4,Lisa Barber,martinezjessica@anderson.info,South Lucaschester,PROD147,Face Cream,Beauty,698.13,8.62,Credit Card,Returned,2025-03-01,2025-01-29,4,637.951194,2551.804776,488.691,1954.764,597.040776,127.5902388,2424.214537,23.09,2401.124537,4.2,Returned,UK,Wales,North Anthony,EMP684,6.0,2025,1,-31,High,2025-03,Expensive
